DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2007-12,87.6,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2008-01,90.5,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2008-02,90.6,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2008-03,90.4,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2008-04,90.8,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2008-05,91.1,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2008-06,91.3,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2008-07,91.7,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2008-08,91.5,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2008-09,91.3,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2008-10,91.4,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2008-11,90.8,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2008-12,90.5,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2009-01,91.8,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2009-02,91.8,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2009-03,92.0,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2009-04,91.9,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2009-05,92.0,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2009-06,92.0,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2009-07,91.6,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2009-08,91.5,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2009-09,91.0,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2009-10,90.9,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2009-11,90.9,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2009-12,91.0,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2010-01,92.0,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2010-02,92.1,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2010-03,92.3,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2010-04,92.7,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2010-05,92.9,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2010-06,92.8,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2010-07,93.1,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2010-08,92.9,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2010-09,92.7,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2010-10,92.4,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2010-11,92.6,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2010-12,93.1,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2011-01,93.8,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2011-02,93.9,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2011-03,94.0,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2011-04,94.2,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2011-05,94.7,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2011-06,94.7,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2011-07,94.9,,
ESTAT:PRC_HICP_MIDX(1.0),06/02/26 23:00:00,Monthly,"Index, 2015=100",All-items HICP,Czechia,2011-08,94.8,,
